4.0 out of 5 stars,"I bought this speaker because I was looking for a relatively inexpensive speaker that I can use in the shower. I was looking at a few speakers but eventually decided on the OobtZ because of its features, price and sheer amount of positive feedback. In this review I will focus on the pros and cons that make this speaker a good choice for a speaker under $30.Starting off the shipping was fast as expected. I opened the box and got a fairly simple unvoxing with a charger, manual and 3.5 chord which I was very happy about because many speakers don't come with one. It came with a mostly full battery which was nice.  Initial thoughts on sound were as follows: It has a decent bass for the price and has mids and highs that were clear but a bit crunchy (especially at high volumes). It gets loud enough for a small rom and most certainly a shower or bathroom. Aesthetically it is very slick with a metal grill and rubber endcaps. The size also lends to excellent portability. The controls are easy to use and pairing was very simple. So to sum it all up I will list my personal pros and cons when using the speaker.ProsWater resistance for shower and water useGood portable sizeGood overall soundEasy controls and pairingConsLacks deep bass but this is to be expected with a speaker of this priceCrunchy highs but not so bad that it is hard to listen toNot fully waterproof so don't fully submerge itSo in conclusion this is a very well rounded speaker that is good in all categories but not necessarily amazing in sound which is expected for a $30 speaker. I would say this speaker is great for a shower speaker or something you throw in the bag to a pool, beach or for just casual listening if you don't need top notch sound.
            "
1.0 out of 5 stars,"I was relatively happy with this out the box. It held the charge ok (only used in the car to/from work) & charged ok at first. Then after charging it would play maybe 15 minutes. Would plug in to charge again & it wouldn’t charge at all. I hadn’t even had it 60 days!! I contacted Amazon chat & after time chatting back & forth they said I would have to ship it back & the warranty may or may not cover it. I was expecting a replacement or at least a new charger to see if that was the problem but no!
            "
5.0 out of 5 stars,"I bought this because I didn't want to replace the stereo in my 2003 car.  It's old enough that it has a 1 CD player and... a tape deck!  I listen to a lot of podcasts and audiobooks in my car and my phone's speakers aren't loud enough to cut it.  This speaker does the trick.  The sound is really clear and is loud enough that I can listen even when I have studded snow tires on, which make my car a lot louder.  I haven't listened to any music with this yet, so I can't comment on that.I might get some Command velcro stuff to stick it to the dash, but for now, it just lives in the passenger seat.  It's also small enough to fit in my already crowded glove box.  My car has an inverter, so I can charge it right in the car, which is a nice perk.I wish I had thought of this years ago.  I'm no audiophile, but I think the sound is great and the price is right.  My one complaint, that goes for every rechargeable item, is that the battery would be hard to replace.  Batteries don't last forever so this will eventually become an expensive paperweight.  This just creates waste and makes me sad.  Rechargeable items should be designed so that the batteries are replaceable.
            "
5.0 out of 5 stars,"I've had this speaker for about 6 months and it stopped working well. It keeps shutting off a few seconds after i connect it and won't connect to my phone. The sound isn't as loud as I had hoped for and started becoming quieter over time. Even if I charged it it would stay pretty quiet. The first few months I really enjoyed the speaker. I guess you get what you pay for. I recommend investing in a better quality speaker.**********************************************************  UPDATE**********************************************************The customer service is awesome. They immediately contacted me after they saw the review and told me they would send me a new one. I got the new speaker a couple days later and it even came with a carrying case. So far so good with this speaker. Great buy
            "
4.0 out of 5 stars,"Well I wanted the Bose Sound Link Mini II, but I missed out on Prime Day. This is definitely not on par with a tank like the mini, but for $30, it's impressive. I wanted a small Bluetooth speaker for my laptop, this speaker fills the void that the tinny Acer laptop speakers miss. Its sound is almost as good as the echo.I've found for better bass, lay it flat, the passive radiators definitely help. We're talking basic features here, but for myself it sounds darn good for $30. As far as longevity goes, I'm on the fence, a 90 day warranty isn't the best and since a lot of reviewers pointed out, they ended up with a paper weight. Also take into consideration that close to 20,000 units have beens sold, so it's fair to say you'll end up with a few bad ones, which is why I opted to spend the three bucks for the additional warranty.I've extracted even more bass from this little guy with my phone's graphic EQ, and the sound doesn't distort or drop off either way.Don't dunk it, but yeah you could take it to the beach, just make sure the rubber flap is closed on the charging port.
            "
2.0 out of 5 stars,"Update 3 months post purchase. Now I cannot seem to keep a charge on the speaker. I'll leave it on the usb charger for several hours and it will only charge half way. I also recently took it on a road trip and it played approximately 3 hours with no problem before dying. Since dying I attempted to charge it and the sound wouldn't transfer on via Bluetooth or aux cord. Sucky thing is that it's more than 3 months beyond the warranty so I can't return it.I've had it for the past two months and think it's a great product. I've used it in the shower or generally around the house. The sounds is very loud and bright. You can monitor the sound both with the dials or through the source of the sound (e.g. phone or computer). I've used it both with my phone and with my laptop, and it does great at amplifying the sounds when I'm streaming a movie. The charge stays forever. I use it several times a week and have only charged it 2-3 times since I've purchased it.Cons- You can't toggle back and forth for different music. Only pause, and volume.- The bluetooth range doesn't do well when I'm moving it from my downstairs to upstairs without having my phone close. The sounds starts to get choppy. (I'm not quite sure the spacial distance.)
            "
5.0 out of 5 stars,"This little speaker is great! We use it every day. I purchased it to use for my daughter's birthday party coming up soon, but we have used it a lot already. The volume goes really loud so I don't think we'll have any problem with it at the party. The sound quality is very good in my opinion. It sounds clear & crisp. We've used it at bedtime & hanging out outside. The only complaint I will say, is you can't go too far away from the speaker if you have it connected to your phone (& carrying it with you) otherwise the connection goes in & out. Battery life seems good. I haven't timed it to see if it matches with what it says. But it seems to last long enough for typical use.*EDIT*We've had it for a month now. We used it at my daughter's birthday party which was held outdoors & it worked perfectly! Love it! Still using it every day whether for bedtime routine, cleaning the house, cooking etc.
            "
1.0 out of 5 stars,"This product is terrible. It cut off while watching videos. It deserves NO STARS.  And speaker connector didn’t fit well so there was static. I complained and they sent a replacement. Still didn’t work...AND NOW NO SPEAKER CONNECTOR.  The only way I had transmission was if I plugged it into my iPad and it acted as a dumb speaker.  I thought the sound was tinny.  Amazon reps were clueless and poor  communicators. They didn’t give me proper credit.  So frustrating  .....DONT  BUY. i got info from Cambridge and  still didnt work. THEY BLAMED AN APPLE  UPDATE OR SOMETHING. Also  they say the battery has to be fully charged. But no way to measure charge. Five hours should be enough. I am now connecting videos ON MY iPad  to a lovely portable Bose product I bought to use with my old iPod, which I’ve lost. That’s good sound.!But not wireless.  I’m sadly disappointed in the product AND the Amazon reps. Yuk . The last rep was smart and knowledgeable but then we were cut off. I’ve spent hours trying to unravel this problem and on the phone.
            "
5.0 out of 5 stars,"Bought my first one of these speakers two and a half years ago, to use with a Raspberry Pi 3B.  I recently added a new Pi 3B+ system to my stable, and have just ordered one of these speakers to go with that Pi, as well.For their size, I like the bass these speakers deliver, and I appreciate that there's is a bit of heft to the devices.  They stay put and don't dance around on a desk vibrating.  The volume is impressive, and without distortion.I've not pushed the battery to see how long it would actually hold up until fully drained - I think the longest I've ever used it ""unplugged"" is about 3-4 hours.  But during that time I noticed no drop in volume or performance.  Pairing is straight forward, and the range covers my entire apartment.Very happy with this speaker, and look forward to receiving the additional one in a day or two.
            "
5.0 out of 5 stars,"Do not listen to the negative reviews, that is either user error or a fluke. Now, I will admit I just got this, and immediately upon seeing its size and weight I thought it was going to be cheap crap. I can’t speak to battery life yet or longevity, and I will update if needed.But let’s just say, sometimes good things DO come in small packages. Seriously, it’s not even as long as my stretched out hand (I put it next to my standard sized men’s wallet to illustrate). In the past I’ve gotten $25 Bluetooth speakers with good reputations (like the “Venstar Taco”) and found the audio quality to be terrible. I’m an audio guy, I have a nice turntable and stereo and I know what I’m looking for.Audio quality:I was astounded that this little thing could put out sound as crisp, clear, present and balanced as it does. My last good sounding bt speaker was 3x the size. For its size & price, it sounds amazing. I tried it with punk, metal, acoustic, alt rock, hip hop, and stand up comedy. It sounds great all around.IF YOU ARE A BASS-HEAD AND WANT A TON OF THUMP, this probably isn’t for you. The audio quality is great, and it’s got some punch in the low end (Queen “Another One Bites The Dust” sounds awesome, but hip hop sounds kinda tame and weak)... But I recommend you look for another oontZ with a bass boost because the sound IS good.Is it loud? It’s KIND OF LOUD. I had my phone up all the way (minus one notch) and the speaker maxed out. It did not distort for me at all, and it was as loud or slightly louder than I need it to be (I want a speaker for showering, doing things around the house, cooking etc). Would it work outside, probably if it’s close by. Could you hear it while sawing wood? Probably not. But I’d imagine it’s comparable to your average similarly priced CD player boom box. I also listen to hard rock and like it loud all of the time, I go to a lot of concerts so I like being overwhelmed by sound. So, it’s decent.Does it pair to your devices easily? Yes. It paired to my iPhone immediately, no hassle. Then without disconnecting my iPhone, I pushed the Bluetooth button on the side and my MacBook recognized it immediately and connected just a couple seconds later. There was no “I have to go to settings and disconnect my phone first, then go through a connect process again with another device”, it’s quick and painless.I definitely recommend, and I would buy this again.
            "
5.0 out of 5 stars,"Originally I rated this speaker with a one star rating and my thoughts about its quality .... a volume issue. A day or two later I received a very nice email from a Customer Service Representative stating that my comments were noticed and the company wanted to provide a few hints as to what my issue might be.  I reviewed the list and experimented with their suggestions.  Immediately the volume was where I expected it to be.  My issue was ""Operator Error"".  Today I would rate this speaker as a 5-Star item.  I believe the quality of the speaker and the company should actually be rated higher.  If you are looking for a good looking, powerful speaker that is worth far more than the selling price .... THIS IS IT.I highly recommend this speaker.
            "
1.0 out of 5 stars,"I bought this in July, and was initially very pleased with the sound, either cabled or bluetooth, the portability, and toughness/waterproof characteristics.  So, after a few months, scratch the ""toughness"" aspect, because like others have noted, and with SO many other products out there, the USB port is mechanically flimsy and after repeated use fatigues and fails.  Why Cambridge Soundworks, like so many other manufacturers, insist on employing USB when all it's used for is power, is beyond me.  Great sound and battery life for the price, but if it's only going to last 3 months I would expect Cambridge Soundworks to take some heat for the number of these things that will be littering the landfills in short order.EDIT:  From 1 Star, to 3.  Based entirely on the response and support from Cambridge Soundworks. (see the comments to this review).  Cambridge Soundworks acted quickly to this issue, and offered a replacement unit.  I received it less than a week ago.  3-Stars from 1 is a good bump.  But the replacement unit has the same somewhat flimsy USB port for charging the unit, so I'm withholding a better rating until I see how this one holds up.  I also asked about disposal of the original but haven't rec'd. an answer to that question; if these thing are basically disposable that would be horrific, since I'm pretty sure that whatever these are made of has no business being in a landfill or the oceans.
            "
5.0 out of 5 stars,"My laptop speakers are not the best and that really messes up the netflix quality which we all know is a vital component to a happy life. So I purchased the Oontz angle in hopes that this bluetooth speaker could hook up to my laptop and allow me to actually hear what Michael Scott was saying rather than guess. This speaker works amazing. It's so so so nice to be able to hear every thing, the quality sound is so high it amazes me it's coming from this little portable speaker. I highly recommend this product. It won't let you down.
            "
5.0 out of 5 stars,"My husabnd wanted a powerfully loud speaker for his upcoming house parties so after a bit of research done, we got this speaker.First off, the Sound check— Trust me, this speaker by far is the loudest I’ve heard, considering the size.The sound quality is exceptionally good as well as clear.Connected it with my iPhone XR & what a surround Sound, unlike my previous Bluetooth speakers, this one sounds brilliant.The buttons are so accessible & easy to work with.Seeing the pictures, I was under the impression of a Large Bluetooth speaker but I believe it’s scarcely 6” long, doesn’t matter for I’m super satisfied with the sound quality, Its Top Notch!It comes with a Micro USB charger, since I received it yesterday, I didn’t have to charge it yet even after playing it for about 3 consecutive hours.PS— The speaker isWaterproof but must not be fully submergedDust-proof.
            "
5.0 out of 5 stars,"Pleasantly surprised with this speaker.  I owndd 3-4 other Bluetooth speakers and this one performs pretty darn well for the price.  It’s not a big speaker so don’t expect media room sound quality. I haven’t charged mine in two weeks so I can’t complain about the battery life but I also don’t leave mine on gor more than 15-20 minutes at a time.I use mine in the shower (back edge, not directly near water) and the sound quality and volume is enjoyable. Happy customer.
            "
4.0 out of 5 stars,"I have more Bluetooth speakers than one person should own.  I bought this on a whim while it was on sale - and it turned out to be a great decision.I have been using a JBL Flip 4 in my office to listen to music, podcasts, etc. on a low volume while working at my desk.  The one major downside to the JBL Flip 4 is that every time I turn it on or off, the 'connect', 'disconnect' and 'power on' and 'power off' sounds are VERY LOUD and they cannot be altered (at least not that I've found) and it is distracting to others.The OontZ has clear sound, it's small footprint and size are perfect for my application, the connection sound is not distracting or loud and the Bluetooth works flawlessly.  I haven't listened to anything at a moderate or loud setting yet so I can't comment on sound quality beyond a volume setting of '4'.Overall, I'm very happy with this purchase and I would buy it again.  It's a great speaker that is very intuitive to set up and very easy to use!
            "
4.0 out of 5 stars,"While my out-of-pocket was substantially lower than the asking price (I only spent $10, thanks to an instant coupon and a prepaid Visa rebate from an unrelated purchase), the Angle 3 is still merely an OK speaker.Sound is veerrrrry mid-range-y, and surprisingly even pales compared to the entry-level--and single-speakered!--Sony SRS-XB01 (I primarily used the XB01 for comparison, as it's the closest competitor I own) and is absolutely blown away by the JBL Flip 3/4 speakers. Now, the asking price for the Angle 3 is about 1/3 to 1/4 of the JBLs, but is only a few bucks more than the Sony. And while sacrificing solid bass and scooped mids, what those few dollars exactly gets you is twofold: Volume and battery life. The Oontz has a great battery (a dozen or more hours, vs the XB01's 5-6hrs)! And it's quite a bit louder to boot.You may be asking, ""Why did you give it 4 stars then?"" Well, I didn't exactly get it for music listening. My purpose for this speaker is to use at my couch with a DIY synthesizer setup (a Gakken SX-150mkII, hacked with a custom-built 400mm softpot controller, into a Zoom effects pedal), and in that capacity it works amazingly well. It's funny how intended use can influence desired outcome!All in all, had I bought the Oontz Angle 3 to use for listening to music, I likely would have returned it and put that credit toward a better (albeit more expensive) option. But for the reason I bought it, it is good enough if not great, especially considering what I paid.The questions I'd ask you to ask yourself are these: ""Am I shopping for something to use with my phone's Prime/Spotify/etc. streaming?"" and, ""Can I swing forty to fifty bucks more for a speaker that just plain sounds better?"" If the answer to either or both of these is ""Yes,"" then I'd recommend looking elsewhere for a compact BT speaker.But I like the Angle 3 nonetheless.
            "
3.0 out of 5 stars,"I am not crazy about the Oontz Angle 3.  I have had the Oontz Angle for several years and liked it's operation, still use it!  So when I needed a second speaker, I went straight to the Oontz line.  What I don't like about this design is mostly due to making it water resistant.  The buttons and connections have been relocated to the upper corner on the back.I generally use this with audio cable because the charge on my nano lasts longer than when using bluetooth.  The audio cable connection is not a good location on that top back corner, it sticks out and is in the way.  (much better when located at the bottom of the back).The on/off button is hard to push as it is small and covered with the waterproof material.  The Oontz Angle has more of a sliding on/off switch which is easier to use.The sound with the audio cable is not as loud as it is on my original Oontz Angle.  However, if you use the Angle 3 with bluetooth you DO get the expected volume of sound with this speaker.
            "
4.0 out of 5 stars,"OK, I bought this item quite a while ago (over a year ago), but I figured I'd leave a quick review of it now. Overall, for the money, this is an excellent little speaker. I use it in a very limited fashion. Basically, it's my bathroom (specifically SHOWER) speaker: I take this speaker into the shower with me, and set it on the ledge (it doesn't get wet from the shower there, but it's exposed to lots of humidity, and my wet hands), and use it to listen to NPR in the mornings. That's it. And for this purpose, it's great. Meets my needs perfectly. I chose this speaker because it has great clarity on vocals, and doesn't have TOO MUCH bass, like some speakers from the more major manufacturers. For example, I also have the JBL Charge 3, but it has WAY too much bass for this purpose. I also had the JBL Clip 2, which had the same problem. The Oontz Angle 3, despite its claims of ""Rich Bass"", I find to be more well-balanced, and I specifically bought it BECAUSE it doesn't have too much bass. It's very durable (mine has met with the floor several times, and is still going strong, even a year later), is waterproof, and has great sound for my specific needs. And it's incredibly affordable! I would buy another one if I needed it, but I don't. Not yet, anyway. So, I actually can't offer an opinion of how this speaker performs with music. But for talk radio & podcasts, I found it to be excellent, and great value for money.
            "
5.0 out of 5 stars,"My first impression is the speaker is very solid and well made.  It's smaller than another bluetooth speaker I have, but as I began testing, the sound is just as loud and even better quality.  I tested it with Metallica and AC/DC and it played the highs and lows and the bass with no distortion !!!I tested some of the specs that were given like the range of 100 feet for the bluetooth connection.  I didn't have a measuring tape, but I had the music playing from my laptop in the basement and the speaker on the 2nd floor still playing without issue.  I went to the deck which has to be 60 feet away, again no problem.When the speaker arrived it had a charge and I began using.  Then overnight I charged up completely and used over an entire weekend.  I had a major project to do downstairs and had it playing for at least 8 hours Saturday and Sunday.  It just kept on working.The instruction guide is straightforward and helpful to understand all the features.I highly recommend this speaker for a great price and many great features.I hope this provides some helpful information and would appreciate the click on Yes !!!
            "
5.0 out of 5 stars,"This is a great little speaker.  Sound quality and volume is better than I would have expected from so small a device, but I still consider it a personal speaker.  Putting it on speakerphone at a table with about 5 people definitely strained its capability.  Spreading out anymore and we would have had trouble hearing the conversation and being heard on the mic.  Using it in the bathroom is excellent however.  I have generally used it in the shower several times a week for the last 2 years.  Plenty loud enough, with headroom to spare.  It has survived plenty of splashing and wet hands.  And, battery life is great.The only annoyance is when I play audiobooks.  Oftentimes the reader will pause between paragraphs or sentences.  If the pause is long enough, the speaker appears to ""sleep"" to save battery.  Waking back up takes less than a second, but is long enough that it will often miss the first word of sentences or paragraphs.  Some books are much worse than others (depending on the reader).
            "
5.0 out of 5 stars,"How have we lived without this for so long? We have three kids who love music and like having us put music on our phones while we’re outside playing. We needed something cheap that was water/dirt/dust proof so we could take it outside and has descent volume and sound quality. For the price, this speaker has phenomenal sound quality and volume. My kids can easily turn it on and off. My toddler has dropped it a bunch of times and it still works. We’ve even put it in my daughter’s bike basket during bike rides and ridden around with our music playing. We’ve gifted it to a few teen nephews/nieces and they’ve all loved it as well.
            "
4.0 out of 5 stars,"Have only had this speaker one day so I don't have a lot of run time with it.  Here's what I've discovered.  I've tried it with my MacBook Air, iPad, iPhone and HP Spectre. The Bluetooth function pairs quickly with all of my devices.  I also have a Bose SoundLink and the OontZ connects even quicker.  The problem I have is when using it with my MacBook connected to an external monitor.  Then the Bluetooth not only sounds awful with a lot of static, it also interferes with the signal and cuts out the video.  However, if I use the 3.5mm audio cable, it works just fine. The reason I bought this is that MacBooks cut out the sound when using an external monitor.  So you need a speaker like this.  I'm OK with the cable,  just would have preferred using the Bluetooth.It appears to be well constructed.  Haven't run down the battery yet to see how long a charge will last.  It's very easy to set up.  I like it's small size - doesn't take up much space on my desk.  The sound quality is very good for a small speaker - not as good as the Bose, but certainly adequate.  And for the price, it's a pretty good deal.I'll update my review after I get more experience with the speaker.Update March 20, 2019I've now been using this speaker for about 3 weeks and have seen no significant changes.  It works well in Bluetooth mode with all of my devices except my MacBook Air where it has a lot of static.  It does work just fine with the MacBook Air when using the 3.5 mm cable. I've tried it with my wife's MacBook air and my daughter's MacBook air and get the same static in Bluetooth.  So, it's not just my computer.  Other than that, it's a good value for the money.  Seems to be holding up well.  After three weeks of constant use, I still have not had to recharge it.  So, battery life is great.
            "
5.0 out of 5 stars,"Nice sound with a very nice bass, considering what it is. Sturdy and water resistant design. Good battery life. Controls are power, volume and pause/play. To skip a song, you will have to do it at the sound source.Notes:1) Water resistant means: splash resistant,  do not submerge in water.2) Can not be used to charge other devices.3) Will play while charging.4) I tested id about 30' away from the source and it works great.5) When an incoming call comes, the music will pause and will resume after the call is ended.6) Comes with an audio aux cable and charging cord.7) For the size and price the sound quality is outstanding. Want a huge sound? Get a home stereo.8) Can be used anywhere as long as you have your Bluetooth streaming device nearby.9) If shooting, cutting wood, driving a truck with open exhaust, riding a racing boat or flying a Cessna, you may not hear it clearly!10) No Bass/Treble adjustment but you should be able to do that in you device.Love it!
            "
1.0 out of 5 stars,"I have had this speaker a little over a year.  After a period of time (6 mos)., it would not connect to anything, so I stopped using it.  I tried it again after a few months, and it worked.  A few months later, same thing.  I went through the ""hard reset"" steps listed on the manual and got it to connect, but no audio (I could use the Play/ Pause button on the speaker, but that was all).In general, I think I got what I paid for: a cheap, low-quality speaker that sounds pretty good when it feels like working.
            "
5.0 out of 5 stars,"I ordered this and everything was perfect.I used it on top of the showcase when we had mini parties and when I cooked. Great sound and battery. Recently. I tried using it around Christmas and the sound was terrible, like mono. So I figured it was the batteries because it was very low. I fully charged it, and tried again twice, but the battery does not charge very well and even when the battery is charged, it doesn't last. The worst part, the speaker sound is officially busted. It sounds like something from the intercom system back during the war times as seen in movies. The only time I brought it down from the showcase is to charge the batteries, which I would say is no more than a handful because battery did last really well on one charge, and I use it like once a week or every other week for maybe half hour at most. Now it doesn't even charge well and the charge doesn't hold past half hour. Very disappointing because I really liked this while it lasted. I bought this in the summer so it lasted me about 6 months before the speaker busted. Two stars because I did love it before it died.***Update:I just want to say customer service is EXCEPTIONAL. I wish I had reached out to them before I left a poor review, but they reached out and replaced my speaker. I have not yet used it, but I am sure it will be fine because like I said in my previous review, I had loved the speaker even before it died. Thank you so much for following up. A 5-star review is well earned.
            "
4.0 out of 5 stars,"I wanted this to play audio from my Alexa Echo dot and it does. It was a little tricky connecting it the first time but after that as long as you pair it with the Alexa command and then start playing the audio it works good.  I paired it with my phone too but tried to raise the volume with the plus key and it skipped to the next song.  I don't like that the power button is invisible and hard to find.  I don't like that you can't tell how much charge it has left.  I wish it had like 5 dots that lit up and went down for every 20% of power left.The sound is very good, even loud it's not distorted.  I like to hear news channels from Tune in when I'm in the shower and my bathroom has a fan that turns on when I turn the light on and I can barely hear my tablet when that happens, but with this I can hear it even when the fan and shower is running.  It's also good that it's splash proof in case I drip on it while I'm toweling off.  I also like that you can turn it off and then Alexa disconnects and I can hear the audio in my living room thru the echo dot.
            "
3.0 out of 5 stars,"This angle 3 pretty much lives up to the description. The sound quality is excellent, the battery is great, and I like the style. Unfortunately, they put the audio-in port right next to the power port. This means if you're using your unit in analog audio mode AND you're charging, you get significant output noise, even when no audio is playing. It's a real bummer. To make the line noise go away, either don't charge the unit, or use only bluetooth.Speaking of bluetooth, this unit does not play well with non-premium brand bluetooth. Yes, it's great for iPhone. But, for Android and PCs with bluetooth, audio quality may stutter, and connectivity may suddenly fail.Really, the OontZ Angle 3 is meant to be used with premium equipment. I would have eliminated the audio in aux port, and simply required the latest bluetooth without any version compatibility fallback. For those of us who want to use an Oontz in a desktop PC environment, we should look elsewhere.
            "
4.0 out of 5 stars,"So caught this little guy on a flash sale for a killer price, but that isn't the best part.I own 5 or 6 BT speakers Altec...Sony...Bose.For the price this little guy is great.  It's about the size of a 16 Oz beer can but aside from my Bose (triple the price) has the best sound volume wise, great base projection and looks really good.It has rubber stripping on the bottom to prevent it from sliding or the base from vibrating it across a surface.I can't speak to the accuracy of the stand alone battery time as it is connected to my echo Dot in my office and is always wired in 24/7.  You can get the Amazon basics small black speaker and it's pretty good for 20 bucks, poor quality on the high end for sound and little to no low end base to speak of...but still good.This however is a great purchase for the money. It's not water proof so if you want that buy and Altec....Life Jacket is a solid purchase and has crazy battery life not to mention has a construction of a fall out bunker....but is also about 3 to 4 × as much money.Sooo in closing if you want a good medium range speaker for and office or garage get this little guy you won't be sad....that being said it better not break in a week.****Update the sound comes out at about 25 to 35% higher and clearly better quality when connected through BT. Whether that is a product of a poor quality AUX cable or just by design. You want the most POW....go BT for you connection.Cheers.
            "
4.0 out of 5 stars,"I bought this on a whim because I needed a wireless speaker but I didn't want to spend a lot of money and this speaker really exceeded my expectations. The battery lasts quite a long time especially if you're not at full blast. The sound quality itself all the way up from low to high is really good. It isn't the loudest speaker in the world, I tried to hear it over my snowmobile and it wasn't happening but I wasn't expecting to be able to either. The only reason I didn't give it 5 stars is because it's annoying to tell whether or not it is on or off making Bluetooth connection a hair frustrating. Sometimes it makes a on noise sometimes it doesn't. But other than that it is a great little speaker for in the woods, working on a car, or at work. Oh and I was able to hear it pretty well at a large skate park but there were only a handful of people there making noise. And I've had this speaker for a few months now so I am not just getting to use this thing like many of the reviews here
            "
5.0 out of 5 stars,"This is an excellent speaker for listening to audiobooks. The sound quality is rich and deep, which helps you hear the voices even if they are muffled or high-pitched. The buttons are soft and easy to push and locate. It also has a decent speaker phone. The small size and flexibility (horizontal or vertical) make it easy to set anywhere as I move around. Since the the volume between the speaker and the phone are independent there is a great deal more flexibility with volume. It can be very loud when I’m gardening. And very quiet when I’m falling asleep. The sleep timer also comes in very handy. After the timer turns off my audiobook, the speaker turns  off after 15 minutes of no activity. Awesome!  It’s very comfortable to carry around. I also love that it’s Bluetooth connection signal is quiet and pleasant. The water resistance is also very handy if I need to touch it while doing the dishes. I highly recommend this speaker for audiobook listeners!
            "
1.0 out of 5 stars,"As with many items I purchase, I look carefully at the customer reviews on Amazon.  In this case, I was snookered!  After using this speaker for about a month, I have come to the conclusion that there is no way almost 36,000 people would give this 4.5 stars; something is amiss.  I should have followed the adage of ""if it's too good to be true, it probably isn't"". In this case, the reviews are not close to reality.I purchased this speaker hoping to save a few bucks over the cost of another speaker like the Wonderboom speaker another member of our family has.  I was immediately disappointed in this OontZ Angle 3 for two reasons.  Most importantly, the sound produced by the speaker is no better than the sound produced by my I phone 8.  There is very little base sound and ""tinny"" overall sound is VERY disappointing. I don't consider myself a sound aficionado, nor do I consider myself a speaker snob; I just want a good full sound from a speaker.  Also, this speaker's volume is only able to be controlled by the phone so if the phone is not immediately available, there is no way to lower, or increase, the volume.Save yourself don't waste your hard earned money on this lame excuse for a bluetooth speaker.
            "
5.0 out of 5 stars,"Bought first one in October '17 & really loved it so bought another in November (for a gift)and yet another  in Feb 2018.  Unfortunately we never unboxed the one that we bought in February of 2018 until three days ago which is March 25th 2019. It has been in the original packaging on the file cabinet in the spare bedroom. Not exposed to any kind of heat or moisture.  This one is identical to the first one that we bought except that it makes a high-pitched staticky buzzing noise anytime it is paired with any device or even if it is plugged in via the jack & all bluetooth on all devices are off. Cannot get the buzzing to go away. Have tried everything:Full chargePair bluetoothUnpair/delete & re-pairUse jack wire instead of BTMove devices closer togetherMove devices farther apartHigh buzzing noise is present with or without audio playing .The first 2 we bought were okay but the third is a bummer.Not gonna buy anymore of these speakers.:(Splash resistant,  triangle design is perfect: set it on a shelf, scaffold,  backpack, in your car.  Won't roll around won't tip over, and has rubber no-slip ends. Form & feel is googd.
            "
1.0 out of 5 stars,"The problem with most reviews are they're written when the items are new. After a few years this speaker battery is dead with only a hour of use. Was satisfied up until now. Maybe for some a few years is enough but being from the old school I don't throw things out as soon as a new model comes out.
            "
2.0 out of 5 stars,"I bought the speaker last June as I just started shopping online. I noticed a problem as I charged the speaker - the connection between the cord and the speaker was very loose, basically it cannot stay connected, I had to use something (e.g. a pillow or a book)  to hold it to stabilize it to charge it. As showed on the picture, the cord cannot stay straight, it tilts down.Since I wasn't an experience online shopper at the time, I just decided to continue using it that way. Until this Thursday, it cannot be turnned on completely.I liked the quality of the sound, that's why I gave two stars instead of one, but no matter how much I loved the sound, I'll have to shop another one after only one year of using it along all the troubles I had during this time.Was it only my bad luck? I rely on customer reviews heavily so I decided to share my experience here. It is a real feedback from a real person, not from a competitor who trying to trush this product.
            "
5.0 out of 5 stars,"Husband being a Tractor trailer driver, we have gone through way too many speakers to not only find one LOUD enough to hear over the truck but last longer than 3 hours battery! Or have one that does those things last longer than 2 months. So far this one is not only Loud and clear enough to hear over the truck but it STILL works  going on 6 months! I know that doesn't seem terribly long but I swear in this day and age where they cheep out on materials so things won't last, It  is nice to find something as rugged (Has been dropped far and thrown pretty good, surrounded in  dust...) and great quality as it actually claims. Would definitely buy again! Actually I actually came on to get myself one for around the farm! So yeah we would recommend.  :)
            "
4.0 out of 5 stars,"Well, what's not to like about this little, powerful, tuff son-of a-gun speaker??? I waited a long time to review this little dynamo and I just get more and more impressed with this wee guy!!! I live in the country and carry this speaker everywhere with Alexa pouring out tune after tune. Probably drives my neighbors (multiple acres away) with the extreme quality these little speakers (there are two) pour out!! I have dropped it more times than I can count, my dog has run off with it and shook it (all the while playing George Strait at top volume), then thankfully brought it back. Stuck in the window when it's raining, it never gives up-cat has swatted it around and I even take it into a humid post-shower bathroom. Alright, I never intended to abuse it, but it's my only music speaker, but not sadly, this little thing rocks! The battery stays charged for days if you turn it off at night and even if you don't and it dies-just plug it into the charger and it play immediately-and charges at the same time. I have plugged it into my laptop for MP3 tunes....phenomenal. I keep thinking, I should get another one, but this little thing plays so well, I have to turn it down just to realize someone has come over to visit! Oh, don't have Bluetooth so couldn't comment on that. Just the best most mobile-throw it in your pocket on the way outside- speaker.***Update: I guess it's Murphy's Law but I just wrote this review last night and this morning it will not work with Alexa (the volume will not increase). Thought it was Alexa, but tried it on the laptop and it worked for a few minutes then turned itself off. It is fully charged but will not stay on and will not play more than a whisper on Alexa....figures, only eight months old. Thought this was the exception. Bringing it back to only four stars from five. Sorry everyone.
            "
1.0 out of 5 stars,"Audio kept cutting out although the speaker was fully charged and followed the trouble shooting procedures. Attempted to reach customer service several times and they never got back to me.  Apparently they don’t really have a customer service department although they pretend to have one.  I am returning the speaker.
            "
